  0.000000000   0.998697346
  0.008000000   0.997719510
  0.016000000   0.998535966
  0.024000000   0.997803534
  0.032000000   1.000000000
  0.040000000   0.997841047
  0.048000000   0.999448734
  0.056000000   0.999138910
  0.064000000   0.997580371
  0.072000000   0.998034256
  0.080000000   0.996624333
  0.088000000   0.998119960
  0.096000000   0.997787064
  0.104000000   0.997493766
  0.112000000   0.998724550
  0.120000000   0.997263423
  0.128000000   0.998519046
  0.136000000   0.998388945
  0.144000000   0.997885142
  0.152000000   0.997216758
  0.160000000   0.997331177
  0.168000000   0.998416224
  0.176000000   0.997426278
  0.184000000   0.995956533
  0.192000000   0.996615218
  0.200000000   0.996606756
  0.208000000   0.997998943
  0.216000000   0.997491294
  0.224000000   0.996636144
  0.232000000   0.996025394
  0.240000000   0.996636863
  0.248000000   0.998691309
  0.256000000   0.994575235
  0.264000000   0.995901027
  0.272000000   0.996154077
  0.280000000   0.998348695
  0.288000000   0.996641063
  0.296000000   0.995033656
  0.304000000   0.995844076
  0.312000000   0.995908737
  0.320000000   0.994875766
  0.328000000   0.995836009
  0.336000000   0.995596588
  0.344000000   0.994976317
  0.352000000   0.994804968
  0.360000000   0.995738215
  0.368000000   0.994473094
  0.376000000   0.996459881
  0.384000000   0.996429751
  0.392000000   0.995023551
  0.400000000   0.995652149
  0.408000000   0.995379325
  0.416000000   0.995748983
  0.424000000   0.995652050
  0.432000000   0.994481479
  0.440000000   0.996531209
  0.448000000   0.993745314
  0.456000000   0.993292651
  0.464000000   0.996184623
  0.472000000   0.994696928
  0.480000000   0.994573002
  0.488000000   0.994675724
  0.496000000   0.995179030
  0.504000000   0.996395228
  0.512000000   0.994250996
  0.520000000   0.994968484
  0.528000000   0.992802818
  0.536000000   0.994510037
  0.544000000   0.994479358
  0.552000000   0.995233307
  0.560000000   0.994256696
  0.568000000   0.994438188
  0.576000000   0.994530008
  0.584000000   0.994038465
  0.592000000   0.995180239
  0.600000000   0.994371398
  0.608000000   0.993996469
  0.616000000   0.991201717
  0.624000000   0.994250901
  0.632000000   0.992731033
  0.640000000   0.993235886
  0.648000000   0.993379284
  0.656000000   0.994186535
  0.664000000   0.994754824
  0.672000000   0.993981235
  0.680000000   0.994655159
  0.688000000   0.995603409
  0.696000000   0.993113959
  0.704000000   0.994197353
  0.712000000   0.994839893
  0.720000000   0.995023700
  0.728000000   0.994166964
  0.736000000   0.995507557
  0.744000000   0.992594354
  0.752000000   0.994431669
  0.760000000   0.993074304
  0.768000000   0.992481999
  0.776000000   0.993127544
  0.784000000   0.993822705
  0.792000000   0.993418854
  0.800000000   0.994652749
  0.808000000   0.994642892
  0.816000000   0.995660952
  0.824000000   0.991844104
  0.832000000   0.993991158
  0.840000000   0.992618446
  0.848000000   0.993393273
  0.856000000   0.992634076
  0.864000000   0.994200733
  0.872000000   0.992025656
  0.880000000   0.992787164
  0.888000000   0.992151910
  0.896000000   0.992761966
  0.904000000   0.994438117
  0.912000000   0.993877215
  0.920000000   0.993457805
  0.928000000   0.992291556
  0.936000000   0.993017001
  0.944000000   0.993005011
  0.952000000   0.992121371
  0.960000000   0.994252510
  0.968000000   0.991324612
  0.976000000   0.992532107
  0.984000000   0.993233326
  0.992000000   0.994159578
  1.000000000   0.992849606
  1.008000000   0.992510494
  1.016000000   0.992215738
  1.024000000   0.992898989
  1.032000000   0.993663584
  1.040000000   0.993939636
  1.048000000   0.993840163
  1.056000000   0.992999693
