   0.0000000e+00   8.9483064e-01  -8.7729496e-03
   1.6000000e+01   8.9316825e-01   4.1606132e-03
   3.2000000e+01   9.2592219e-01  -2.4489092e-02
   4.8000000e+01   8.9992735e-01  -3.1353992e-02
   6.4000000e+01   9.4869957e-01  -1.1120803e-02
   8.0000000e+01   9.4541043e-01  -3.9170411e-03
   9.6000000e+01   9.2485234e-01   1.8792788e-02
   1.1200000e+02   9.2156209e-01   8.4489906e-03
   1.2800000e+02   9.6850177e-01   1.1268425e-03
   1.4400000e+02   9.7218116e-01  -2.8015274e-02
   1.6000000e+02   9.7145113e-01  -2.1376882e-02
   1.7600000e+02   9.5256015e-01   1.0569312e-02
   1.9200000e+02   9.8787634e-01   2.5961396e-02
   2.0800000e+02   9.9375408e-01  -3.2856747e-02
   2.2400000e+02   1.0122890e+00  -2.1993490e-02
   2.4000000e+02   9.8279828e-01   1.3515715e-02
   2.5600000e+02   9.5267340e-01   2.0989098e-02
   2.7200000e+02   1.0185869e+00  -8.6435766e-03
   2.8800000e+02   9.8622477e-01  -4.5331108e-02
   3.0400000e+02   9.8497559e-01   1.1241132e-02
   3.2000000e+02   9.8367157e-01   4.8607844e-03
   3.3600000e+02   9.6749081e-01  -2.1640664e-02
   3.5200000e+02   9.7983315e-01  -7.2920594e-03
   3.6800000e+02   9.5630335e-01  -6.2470794e-03
   3.8400000e+02   9.3073120e-01  -7.8615287e-03
   4.0000000e+02   9.3079238e-01  -2.8084420e-02
   4.1600000e+02   9.4130313e-01  -1.4050481e-04
   4.3200000e+02   9.2111263e-01   3.0207512e-03
   4.4800000e+02   9.4732599e-01   9.1757224e-03
   4.6400000e+02   9.3845230e-01  -9.7461283e-03
   4.8000000e+02   9.1651670e-01   1.3294656e-02
   4.9600000e+02   8.8042512e-01  -2.2735136e-02
   5.1200000e+02   9.0894948e-01  -2.1085063e-02
   5.2800000e+02   8.9628334e-01   1.3743113e-02
   5.4400000e+02   8.9748518e-01   1.4096076e-02
   5.6000000e+02   9.4812121e-01   5.6339443e-03
   5.7600000e+02   8.7939610e-01   1.5224840e-03
   5.9200000e+02   8.6156246e-01  -1.7157412e-02
   6.0800000e+02   8.9854699e-01   1.6155200e-02
   6.2400000e+02   8.7486813e-01  -2.5268830e-02
   6.4000000e+02   8.7504179e-01   2.3303947e-02
   6.5600000e+02   8.6248858e-01   9.0051379e-03
   6.7200000e+02   8.6715813e-01   3.4204025e-03
   6.8800000e+02   8.4658394e-01   2.9036675e-02
   7.0400000e+02   7.9736899e-01  -1.8340076e-02
   7.2000000e+02   8.3278742e-01   2.9004130e-02
   7.3600000e+02   8.2996780e-01   4.3347498e-04
   7.5200000e+02   8.4534044e-01   1.1071158e-02
   7.6800000e+02   7.9831191e-01   2.0364344e-02
   7.8400000e+02   8.3906722e-01   7.3753924e-03
   8.0000000e+02   8.2947186e-01   8.8003752e-03
   8.1600000e+02   7.8963515e-01   1.9327141e-02
   8.3200000e+02   8.1893165e-01  -4.5376436e-02
   8.4800000e+02   8.3652653e-01  -7.7678776e-03
   8.6400000e+02   8.3091483e-01   3.0902178e-03
   8.8000000e+02   8.3558955e-01   5.2104285e-02
   8.9600000e+02   8.4118169e-01  -2.9246539e-02
   9.1200000e+02   8.2174275e-01  -3.3253361e-02
   9.2800000e+02   7.8859001e-01  -3.5863125e-02
   9.4400000e+02   8.1177760e-01  -3.1053757e-02
   9.6000000e+02   8.3646789e-01   9.5943922e-04
   9.7600000e+02   7.6017850e-01   1.9867601e-02
   9.9200000e+02   8.0402347e-01  -1.5087930e-02
   1.0080000e+03   8.3484753e-01   6.9586029e-02
   1.0240000e+03   7.6623506e-01  -1.1269262e-02
   1.0400000e+03   8.1850485e-01   3.0674741e-02
   1.0560000e+03   7.9344221e-01   8.5139360e-03
   1.0720000e+03   7.6274687e-01  -2.3037497e-03
   1.0880000e+03   8.0381567e-01  -1.3682450e-02
   1.1040000e+03   8.2945333e-01  -1.1545725e-02
   1.1200000e+03   8.2945378e-01  -1.8522270e-02
   1.1360000e+03   8.0127095e-01  -1.8455544e-02
   1.1520000e+03   7.9669314e-01   4.2928977e-02
   1.1680000e+03   7.8295426e-01  -3.9229007e-03
   1.1840000e+03   7.8879253e-01   1.1442624e-02
   1.2000000e+03   7.6655419e-01  -4.0795482e-03
   1.2160000e+03   7.6752404e-01  -5.5347950e-03
   1.2320000e+03   7.8502674e-01  -3.9489290e-02
   1.2480000e+03   7.7435136e-01   8.6599413e-03
   1.2640000e+03   7.8902452e-01  -2.0872914e-02
   1.2800000e+03   7.8928098e-01  -1.2276023e-02
   1.2960000e+03   7.7577055e-01  -3.4403263e-02
   1.3120000e+03   7.7817747e-01   2.4247474e-02
   1.3280000e+03   8.1945114e-01  -1.6157507e-02
   1.3440000e+03   8.0230924e-01   3.3963800e-02
   1.3600000e+03   7.8395362e-01  -1.7703674e-02
   1.3760000e+03   7.7645089e-01  -5.4174034e-02
   1.3920000e+03   7.9638804e-01  -3.6176513e-02
   1.4080000e+03   7.7632786e-01  -3.4941108e-02
   1.4240000e+03   7.6727571e-01   5.8623608e-03
   1.4400000e+03   7.8347034e-01   2.7702628e-02
   1.4560000e+03   7.6954971e-01  -1.1941612e-02
   1.4720000e+03   7.9681136e-01   5.8684197e-03
   1.4880000e+03   7.7680898e-01  -1.6997676e-02
   1.5040000e+03   7.4906783e-01  -2.6784297e-02
   1.5200000e+03   7.8676448e-01  -6.1660892e-02
   1.5360000e+03   7.3064404e-01  -1.4325106e-02
   1.5520000e+03   7.7834754e-01  -2.6289273e-02
   1.5680000e+03   7.2575900e-01  -9.4802508e-03
   1.5840000e+03   7.9132914e-01  -1.9433208e-02
   1.6000000e+03   7.4377455e-01   2.3847543e-02
   1.6160000e+03   7.8608921e-01  -1.3563290e-02
   1.6320000e+03   7.7963254e-01   2.7615764e-02
   1.6480000e+03   7.6913909e-01   1.9936267e-02
   1.6640000e+03   7.4791945e-01   1.4178934e-02
   1.6800000e+03   7.8488615e-01  -1.4873061e-02
   1.6960000e+03   7.7305207e-01   3.4629276e-02
   1.7120000e+03   7.6307272e-01   2.8854907e-02
   1.7280000e+03   7.6953279e-01  -7.3482375e-03
   1.7440000e+03   7.2325163e-01  -2.7318298e-03
   1.7600000e+03   7.5297144e-01  -1.0221651e-02
   1.7760000e+03   7.4532275e-01   2.5125316e-02
   1.7920000e+03   7.3352060e-01  -4.2338267e-04
   1.8080000e+03   7.1723571e-01   1.7507031e-03
   1.8240000e+03   7.5893280e-01   4.9032835e-03
   1.8400000e+03   7.3874947e-01  -5.2292845e-03
   1.8560000e+03   7.5749657e-01   1.7576594e-02
   1.8720000e+03   7.5861171e-01   1.6574845e-02
   1.8880000e+03   7.6280844e-01   1.9228863e-04
   1.9040000e+03   7.4086287e-01   2.7932432e-02
   1.9200000e+03   7.9605871e-01   3.2354065e-02
   1.9360000e+03   7.7177244e-01  -1.3133950e-02
   1.9520000e+03   7.0721164e-01  -3.3586516e-02
   1.9680000e+03   7.4121669e-01  -6.1583857e-03
   1.9840000e+03   7.5328642e-01  -1.9518306e-02
   2.0000000e+03   7.7621623e-01  -2.3056971e-02
   2.0160000e+03   7.4824757e-01   2.8465556e-02
   2.0320000e+03   7.2207617e-01   1.4686082e-02
   2.0480000e+03   7.1384867e-01  -1.4320114e-02
   2.0640000e+03   7.1706239e-01  -9.7576646e-03
   2.0800000e+03   7.3065612e-01  -4.4631429e-03
   2.0960000e+03   7.2182563e-01   6.2995103e-03
   2.1120000e+03   7.2614388e-01   6.7515487e-03
   2.1280000e+03   7.5790832e-01  -6.3989403e-03
   2.1440000e+03   7.6929148e-01   2.1291281e-02
   2.1600000e+03   7.1883053e-01  -3.6586048e-02
   2.1760000e+03   7.6362377e-01  -9.7167006e-03
   2.1920000e+03   7.5356633e-01   2.4785405e-02
   2.2080000e+03   7.1537631e-01  -7.5461099e-03
   2.2240000e+03   7.6801366e-01  -5.2503525e-02
   2.2400000e+03   7.2260328e-01   4.3159337e-02
   2.2560000e+03   7.2395237e-01   7.9979767e-03
   2.2720000e+03   7.4452658e-01  -2.8625156e-02
   2.2880000e+03   7.4616918e-01   1.5406290e-02
   2.3040000e+03   7.1137998e-01   4.5820037e-02
   2.3200000e+03   7.3257371e-01  -8.5140782e-03
   2.3360000e+03   7.1695056e-01  -1.4277241e-02
   2.3520000e+03   7.3479716e-01  -1.8013949e-03
   2.3680000e+03   7.2605141e-01  -1.6266479e-02
   2.3840000e+03   7.4510342e-01  -1.3677530e-02
   2.4000000e+03   6.9800448e-01   1.2314546e-02
   2.4160000e+03   7.6032392e-01   3.5399525e-02
   2.4320000e+03   7.6488881e-01   2.2672142e-02
   2.4480000e+03   7.4962146e-01  -1.4970466e-02
   2.4640000e+03   7.0489331e-01   1.4968041e-03
   2.4800000e+03   7.3422117e-01   2.0041776e-02
   2.4960000e+03   6.9619192e-01  -1.0431633e-02
   2.5120000e+03   6.9479874e-01  -8.7456329e-03
   2.5280000e+03   7.4184176e-01  -2.7527077e-02
   2.5440000e+03   7.4384824e-01   5.4734874e-03
   2.5600000e+03   7.4180864e-01   2.6289027e-02
   2.5760000e+03   7.1022246e-01   2.3390672e-02
   2.5920000e+03   7.2613716e-01  -3.4857596e-02
   2.6080000e+03   7.2058079e-01  -3.6344671e-02
   2.6240000e+03   6.8433921e-01   2.7404579e-02
   2.6400000e+03   6.9081881e-01   2.4558958e-02
   2.6560000e+03   7.1508370e-01  -3.4946773e-02
   2.6720000e+03   7.2279446e-01  -3.9749429e-02
   2.6880000e+03   7.4830225e-01  -2.0205011e-02
   2.7040000e+03   7.2229159e-01  -2.0184691e-02
   2.7200000e+03   7.0796204e-01   3.1914790e-02
   2.7360000e+03   7.3562508e-01   5.5480965e-02
   2.7520000e+03   6.9235219e-01  -4.5173815e-03
   2.7680000e+03   7.2779068e-01  -1.7852469e-02
   2.7840000e+03   7.1030804e-01   4.1462341e-02
   2.8000000e+03   7.3765419e-01   3.3676734e-02
   2.8160000e+03   7.2126696e-01  -3.0843161e-03
   2.8320000e+03   7.4121802e-01  -3.3264021e-02
   2.8480000e+03   7.5128613e-01  -5.4353205e-03
   2.8640000e+03   7.2849960e-01   1.7801799e-02
   2.8800000e+03   7.1617287e-01   4.6756578e-04
   2.8960000e+03   7.3094730e-01   5.4871971e-03
   2.9120000e+03   7.3485393e-01  -3.1873150e-02
   2.9280000e+03   7.0994571e-01   5.0827093e-03
   2.9440000e+03   7.0299831e-01   6.1358519e-04
   2.9600000e+03   7.1533319e-01   1.3350178e-02
   2.9760000e+03   6.9331990e-01  -3.2713085e-02
   2.9920000e+03   7.3742648e-01   3.4263208e-02
   3.0080000e+03   7.0702857e-01  -2.7199238e-02
   3.0240000e+03   6.8930293e-01   4.4740914e-03
   3.0400000e+03   7.1880075e-01  -1.5731199e-02
   3.0560000e+03   7.5052497e-01   9.0654279e-03
   3.0720000e+03   7.0487371e-01   9.9025685e-04
   3.0880000e+03   7.1714055e-01   5.1277895e-02
   3.1040000e+03   6.8673832e-01  -4.8820348e-02
   3.1200000e+03   7.2893724e-01  -6.3333303e-03
   3.1360000e+03   7.2834181e-01  -2.3815667e-02
   3.1520000e+03   7.1371258e-01  -2.1134912e-02
   3.1680000e+03   7.1082203e-01   1.0144181e-02
   3.1840000e+03   7.2907299e-01  -2.3945116e-02
   3.2000000e+03   6.9067283e-01  -3.1124488e-02
   3.2160000e+03   7.1126995e-01   2.2170881e-02
   3.2320000e+03   7.4749241e-01  -2.7296471e-02
   3.2480000e+03   7.2232138e-01   1.7615169e-03
   3.2640000e+03   7.0205074e-01   1.5736711e-03
   3.2800000e+03   7.4169149e-01   7.1114468e-03
   3.2960000e+03   7.0321436e-01   2.7200999e-02
   3.3120000e+03   7.3575070e-01  -2.8808549e-02
   3.3280000e+03   7.4862820e-01   2.1927136e-02
   3.3440000e+03   7.2676472e-01   1.2220381e-03
   3.3600000e+03   6.9417024e-01   5.6483220e-02
   3.3760000e+03   6.9380024e-01   3.8725784e-02
   3.3920000e+03   6.6814212e-01  -3.7110939e-02
   3.4080000e+03   7.0669824e-01  -1.5615283e-02
   3.4240000e+03   6.8518676e-01  -1.6915127e-02
   3.4400000e+03   7.0478654e-01  -1.5715739e-03
   3.4560000e+03   7.2662283e-01   2.9648583e-02
   3.4720000e+03   6.8806610e-01  -2.9385202e-02
   3.4880000e+03   6.7384500e-01   6.7875433e-03
   3.5040000e+03   7.0882247e-01   3.0656409e-02
   3.5200000e+03   7.3065882e-01  -1.6615532e-03
   3.5360000e+03   7.0202357e-01  -7.6756598e-03
   3.5520000e+03   7.1853312e-01  -7.0340851e-03
   3.5680000e+03   6.9083231e-01   5.8966549e-02
   3.5840000e+03   7.0725287e-01   3.1495482e-03
   3.6000000e+03   6.8161672e-01  -1.0001646e-02
   3.6160000e+03   6.9525557e-01  -5.7972668e-03
   3.6320000e+03   7.1925152e-01   9.9330973e-03
   3.6480000e+03   6.8258874e-01  -5.2106610e-02
   3.6640000e+03   7.0302829e-01   2.2463529e-02
   3.6800000e+03   6.9884951e-01   3.4730153e-02
   3.6960000e+03   7.0182299e-01   1.6419551e-02
   3.7120000e+03   7.2742416e-01  -1.6691332e-02
   3.7280000e+03   6.8637789e-01  -1.4951248e-02
   3.7440000e+03   7.2367073e-01  -3.9067915e-03
   3.7600000e+03   7.1122169e-01  -3.1845029e-02
   3.7760000e+03   6.8636166e-01   2.2516154e-03
   3.7920000e+03   6.8782539e-01   2.1077620e-03
   3.8080000e+03   7.1579085e-01  -1.6514735e-03
   3.8240000e+03   6.5920128e-01   1.6882349e-02
