  -1.0400000e-01   9.1460987e-01
  -8.8000000e-02   9.2550305e-01
  -7.2000000e-02   9.2201281e-01
  -5.6000000e-02   9.4663291e-01
  -4.0000000e-02   9.5541529e-01
  -2.4000000e-02   9.7946913e-01
  -8.0000000e-03   9.9144270e-01
   8.0000000e-03   9.9779440e-01
   2.4000000e-02   9.8434237e-01
   4.0000000e-02   9.5987851e-01
   5.6000000e-02   9.5312186e-01
   7.2000000e-02   9.3351327e-01
   8.8000000e-02   9.1854423e-01
   1.0400000e-01   9.0695667e-01
   1.2000000e-01   8.9027233e-01
   1.3600000e-01   8.9230275e-01
   1.5200000e-01   8.7472320e-01
   1.6800000e-01   8.6734236e-01
   1.8400000e-01   8.6757614e-01
   2.0000000e-01   8.4600911e-01
   2.1600000e-01   8.4154225e-01
   2.3200000e-01   8.4539109e-01
   2.4800000e-01   8.3749745e-01
   2.6400000e-01   8.2791932e-01
   2.8000000e-01   8.3388128e-01
   2.9600000e-01   8.1544547e-01
   3.1200000e-01   8.2413537e-01
   3.2800000e-01   8.1157383e-01
   3.4400000e-01   8.1833862e-01
   3.6000000e-01   8.1352946e-01
   3.7600000e-01   8.0770050e-01
   3.9200000e-01   8.0432757e-01
   4.0800000e-01   8.0843107e-01
   4.2400000e-01   7.9918243e-01
   4.4000000e-01   7.8442443e-01
   4.5600000e-01   7.9543048e-01
   4.7200000e-01   7.8664277e-01
   4.8800000e-01   7.9127187e-01
   5.0400000e-01   7.8249385e-01
   5.2000000e-01   7.9065753e-01
   5.3600000e-01   7.8049568e-01
   5.5200000e-01   7.7548891e-01
   5.6800000e-01   7.8462951e-01
   5.8400000e-01   7.7653251e-01
   6.0000000e-01   7.7597841e-01
   6.1600000e-01   7.7767996e-01
   6.3200000e-01   7.7217648e-01
   6.4800000e-01   7.6480131e-01
   6.6400000e-01   7.7108256e-01
   6.8000000e-01   7.6795958e-01
   6.9600000e-01   7.7245707e-01
   7.1200000e-01   7.7379417e-01
   7.2800000e-01   7.7047480e-01
   7.4400000e-01   7.6248002e-01
   7.6000000e-01   7.6997270e-01
   7.7600000e-01   7.6728293e-01
   7.9200000e-01   7.6645232e-01
   8.0800000e-01   7.5753488e-01
   8.2400000e-01   7.5545793e-01
   8.4000000e-01   7.5960499e-01
   8.5600000e-01   7.6083399e-01
   8.7200000e-01   7.5891903e-01
   8.8800000e-01   7.5599232e-01
   9.0400000e-01   7.6220149e-01
   9.2000000e-01   7.6022219e-01
   9.3600000e-01   7.5975149e-01
   9.5200000e-01   7.6241622e-01
   9.6800000e-01   7.6087899e-01
   9.8400000e-01   7.5214740e-01
   1.0000000e+00   7.6146051e-01
   1.0160000e+00   7.5924790e-01
   1.0320000e+00   7.5763611e-01
   1.0480000e+00   7.4889873e-01
   1.0640000e+00   7.5927901e-01
   1.0800000e+00   7.5452110e-01
   1.0960000e+00   7.5803022e-01
   1.1120000e+00   7.5413879e-01
   1.1280000e+00   7.4231014e-01
   1.1440000e+00   7.5147878e-01
   1.1600000e+00   7.4966344e-01
   1.1760000e+00   7.5788313e-01
   1.1920000e+00   7.5237045e-01
